,Unnamed: 0,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
1823,1823,cấu_hình khỏi bàn_máy dài mức bt mang cấn,1,1,0,0,0,0,0,0,0
1824,1824,review tháng sử_dụng điểm ok vài tính_năng hay_ho xem pop up tự_tạo emoji điểm vừa_lòng camera chụp đc rõ nét chụp đc chuyển_động nhanh màu_sắc chân_thực lắm chụp zoom vỡ q chụp ban_đêm ok pin nhanh hao dùng wf hay giật lag vân tay nhạy tai nghe chất_lượng tệ chất_liệu rẻ_tiền nhét đc tai nghe rớt quài dây sạc gắn đc cục sạc khác bạn quên đem cục sạc chính chủ loa nhỏ chất_lượng âm_thanh tai ước cảm_biến vân tay ở phía lưng tiện,1,0,1,0,0,0,0,1,0
1825,1825,hàng mới nguyên tem lượt web mượt tuyệt_vời luôn,0,1,1,0,0,1,0,0,0
1826,1826,hàng tốt giá tốt giao hàng nhanh nhân_viên thân_thiện đóng_gói chèn giấy một_ít cảm_thấy chắc_chắn,0,0,0,1,1,0,1,0,0
1827,1827,nhận hàng hôm nguyên seal chính hãng,0,1,0,1,0,1,0,0,0
1828,1828,làm_sao kích_hoạt bảo_hành ạ,0,0,0,0,0,0,0,0,1
1829,1829,giao hàng nhanh ở biên_hoà 2811 hàng nghĩ đợi lâu bên laza hay store báo đến giữa tháng 12 trở đi mới giao,0,0,0,1,0,0,0,0,0
1830,1830,1tr5 bỏ đáng lướt web mượt_mà màn hinh tạm ổn đc sắc nét,1,0,1,0,0,0,0,0,0
1831,1831,ok trong tầm giá ủng_hộ hàng việt_nam,0,0,0,0,1,0,0,0,0
1832,1832,sản_phẩm tốt màn_hình lớn pin dùng lâu,1,0,1,1,0,0,0,0,0
1833,1833,hàng bán chuẩn giao cực nhanh tối hôm đặt sáng hôm giao máy oppo chụp ảnh đẹp trong tầm giá ổn 10d 7 điểm oppo,1,0,0,1,1,1,0,0,0
1834,1834,máy dùng ổn_áp,0,0,0,0,0,0,0,0,0
1835,1835,đặt mua lăng tăng biết máy thế_nào nhận hàng hài_lòng hàng nguyên seal nguyên kiện mã lla test máy bảo_hành apple 165 nhận máy active ngày 185 nói_chung vui hài_lòng giao hàng nhanh tia chớp giá_cả rẽ web khác tầm 300k đến 1000k mn mua,0,1,0,1,1,0,0,0,0
1836,1836,tai nghe,0,0,0,0,0,0,0,1,0
1837,1837,giống túi đựng nước túi chống nước,0,0,0,0,0,0,0,0,1
1838,1838,đặt mua sản_phẩm sản_phẩm đầy_đủ sản_phẩm thiếu miếng dính gắn số bây_giờ biết xử_lý thế_nào,0,0,0,0,0,0,0,1,0
1839,1839,máy mới mua bóc hàng lắp sim bật màn_hình sọc lớn màn chán,1,0,1,0,0,0,0,0,0
1840,1840,hàng tốt giao tệ 6 ngày,0,0,0,1,0,0,0,0,0
1841,1841,phải_chi giá kẹp làm bằng kim_loại ok,0,0,0,0,0,0,0,0,1
1842,1842,giao hàng chậm cập_nhật tiến_độ giao hàng chính_xác làm người mua hài_lòng góp_ý cam_kết đúng thông_tin cập_nhật web kh bị_động chờ_đợi,0,0,0,1,0,0,0,0,0
1843,1843,hàng phân_phối chất_lượng giao hàng nhanh hài_lòng,0,0,0,1,0,0,0,0,0
1844,1844,iphone màu đỏ đẹp sang_trọng giá mềm giao hàng nhanh_chóng,0,1,0,1,1,0,0,0,0
1845,1845,sản_phẩm đúng mô_tả giao hàng nhanh đóng_gói kỹ kiểm_định đc nguồn nước cảm_thấy yên_tâm nước đầu_ra hôi mùi máy chạy êm biết bền máy kèm phiếu bảo_hành phiếu chữ cửa đại_lý bán biết trục_trặc bảo_hành,1,1,0,1,1,0,0,0,0
1846,1846,lỗi camera liên_hệ đổi,1,0,0,0,0,0,0,0,0
1847,1847,sản_phẩm tốt dễ dùng,0,0,0,0,0,0,0,0,0
1848,1848,đơn hàng đóng_gói cẩn_thận sản_phẩm nhận đúng đặt nguyên seal cấn móp trầy_xước hài_lòng,0,1,0,1,0,1,1,0,0
1849,1849,thật_sự bực_mình sử_dụng giao_dịch trả_góp hôm 1111 đến bây_giờ bên phía ngân_hàng báo nhận yêu_cầu chuyển_đổi trả_góp cách ngày gọi điện ngân_hàng check trong đến ngày kê nguy_cơ cao thực_hiện giao_dịch trả_góp bên ngân_hàng giục thanh_toán qua_ngày kê phí mất mã giảm_giá triệu trả_góp áp_dụng mã giảm_giá ngoài_ra mua sử_dụng tikinow 3h nhận hàng muộn tuy trong ngày 1111 cuối_cùng máy hay báo lỗi sim no sim card inserted khu_vực sóng thời_gian dài không_chỉ dịch_vụ no services lấy sim cắm khó_chịu thành_ra đi công_tác mang que chọc sim tính_chất công_việc tuy_nhiên ở thành_phố hoặc sóng tốt hiện_tượng hiếm xảy,0,0,0,1,0,0,1,0,0
1850,1850,hài_lòng,0,0,0,0,0,0,0,0,0
1851,1851,sóng kém,0,0,0,0,0,0,0,0,1
1852,1852,co op lung ạ,0,0,0,0,0,0,0,0,0
1853,1853,okie chính hãng vn,0,0,0,0,0,1,0,0,0
1854,1854,giao hàng nhanh đấy 3 5 về giao hàng vận_chuyển nhìn hộp sản_phẩm điện_máy hàng dễ vỡ lo làm_sao may bên trong ảnh_hưởng hy_vọng cải_thiện làm_ơn vận_chuyển nó lành lặng chút chất_lượng sản_phẩm dựa uy_tín thương_hiệu vsmart thôi,0,1,0,1,0,0,0,0,0
1855,1855,giao hàng nhanh hàng chuẩn active,0,0,0,1,0,1,0,0,0
1856,1856,ok,0,0,0,0,0,0,0,0,0
1857,1857,túi đẹp hài_lòng,0,0,0,0,0,0,0,0,0
1858,1858,sản_phẩm tỉ_lệ 16 9 hình_như thích_hợp truyện_tranh mất khoảng 1cm màn_hình đọc truyện_tranh dù 8inch bé 10inch nặng,0,0,0,0,0,0,0,0,1
1859,1859,tốt giá mua,0,0,0,0,1,0,0,0,0
1860,1860,mua trading giao hàng nhanh hàng chính hãng nguyên seal hàng đúng apple kiểm_tra imei apple checkcoverage an_tâm nhận hoá_đơn điện_tử kèm imei đối_chứng hàng nhận,0,1,0,1,0,1,0,0,0
1861,1861,giao hàng nhanh máy chuẩn ngon nói_chung xuất_sắc vos 3 0,0,0,0,1,0,0,0,0,0
1862,1862,hài_lòng tuy_nhiên hộp đựng sạc có_vẻ bóc,0,1,0,0,0,0,0,0,0
1863,1863,sp nhìn cũ,0,1,0,0,0,0,0,0,0
1864,1864,ship siêu nhanh đặt 01 ngày nhận đợt mua tặng củ sạc trả_góp 12 tháng 0 oke luôn,0,0,0,1,1,0,1,1,0
1865,1865,xài ngon đấy ngang dọc ok,0,0,0,0,0,0,0,0,1
1866,1866,chúc_mừng bạn bạn làm tốt công_việc giao hàng nhanh bán sản_phẩm tốt chính hãng giá_thành chất_lượng quả tuyệt_vời,0,0,0,1,1,1,0,0,0
1867,1867,giao hàng nhanh dùng dc đến_nỗi tạm,0,0,0,1,0,0,0,0,0
1868,1868,hàng chính hãng vna sản_phẩm ok canh sale 1212 giảm_giá ngon,0,0,0,0,1,1,0,0,0
1869,1869,sách hướng_dẫn chữ hình_ảnh nhỏ không_thể coi vui_lòng in cỡ chữ lớn hình_ảnh to rõ,0,0,0,0,0,0,0,0,1
1870,1870,giao hàng siêu nhanh,0,0,0,1,0,0,0,0,0
1871,1871,hàng giao nhanh nhân_viên mở hộp check hài_lòng,0,0,0,1,0,0,0,0,0
1872,1872,giao hàng nhanh máy chạy khác mượt cấu_hình androi cũ,1,0,1,1,0,0,0,0,0
1873,1873,sản_phẩm ok mong như_vậy phát_huy,0,0,0,0,0,0,0,0,0
1874,1874,hàng nguyên seal cấu_hình tốt trong tầm giá mượt sạc nhanh điểm trừ camera môi_trường ánh_sáng trong nhà lấy nét kém bệt màu cam góc rộng xấu ngoài_trời nắng đầy_đủ ánh_sáng mới cải_thiện,1,1,1,0,1,1,0,0,0
1875,1875,hệ_thống bảo_hành gửi số imei hệ_thống không_thống báo,0,0,0,0,0,0,1,0,0
1876,1876,em nhận hàng ạ hàng giao nhanh sản_phẩm đẹp chất_lượng ủng_hộ lâu_dài,0,1,0,1,0,0,0,0,0
1877,1877,mã lla máy active ngày giao tới tay kh nói_chung ok,0,0,0,0,0,1,0,0,0
1878,1878,giá_cả hợp_lí đúng sản_phẩm 5 lun,0,0,0,0,1,0,0,0,0
1879,1879,ok 5 tốt ạ,0,0,0,0,0,0,0,0,0
1880,1880,mới mua hàng đầu mới dùng sp ok 5,0,0,0,0,0,0,0,0,0
1881,1881,máy mua đc 15 ngày lướt web hay treo máy,0,0,1,0,0,0,0,0,0
1882,1882,sản_phẩm đẹp gọn mua luôn,0,1,0,0,0,0,0,0,0
1883,1883,tư_vấn nhanh nhiệt_tình đòng hô đẹp cài_đặt dễ_dàng hiện_tại loa rõ ban giao hang de thuong 5,0,0,0,0,0,0,1,0,0
1884,1884,máy mới báo thế_này hở người,0,0,0,0,0,0,0,0,0
1885,1885,nhận điểm 10 về tốc_độ giao hàng trong vòng ngày bên giao hàng gọi ròi ngày vs dự_kiến cảm_thấy háo_hức lắm nhận hàng xong kiểm_tra cảm_xúc tụt vèo đầu_tiên màu điện_thoại chọn màu xám mà_lại đi giao màu xanh hề báo biết biết tôn_trọng khách_hàng đâu dù tui bỏ tiền mua chớ xin đâu thứ điện_thoại viền trầy giống ai dùng hoặc giống hàng trưng_bày ở ngoài thế_giới di_động z thứ 3 bụi bám xung quang điện_thoại quá_trời thứ 4 âm_lượng nhỏ volum hết cỡ mới 50 dù_sao nghe cuối_cùng pin nghĩ trâu 5000 cơ_mà chiến_trận game hết 15 nói_chung mong_đợi,1,1,0,1,0,0,1,0,0
1886,1886,sử_dụng ok giao hàng nhanh_chóng sử_dụng tháng chạy mượt,0,0,1,1,0,0,0,0,0
1887,1887,tin_tưởng hàng tikittrading giao nhanh thanh_toán online tiện_lợi đỡ tốn thời_gian đi chuyển rẻ thị_trường,0,0,0,1,1,0,1,0,0
1888,1888,sản_phẩm giao tới hoàn_toàn làm bằng nhựa hợp_kim nhôm đâu màu_sắc hề nói giao màu ngẫu_nhiên,0,1,0,0,0,0,0,0,0
1889,1889,đt dùng tốt hàng chính hãng giao nhanh mong_đợi,0,0,0,1,0,1,0,0,0
1890,1890,khách kiểm_tra hàng kĩ_lưỡng đòi thanh_toán luôn,0,0,0,1,0,0,0,0,0
1891,1891,hàng samsung chính hãng trading trực_tiếp bán yên_tâm về chất_lượng mua về 5 ngày mới kích_hoạt bảo_hành máy nguyên seal mới keng màu xanh lóng_lánh phản_quang đẹp giao hàng nhanh đặt 3 tiếng nhận hàng mua đợt black friday giá tốt thanks,0,1,0,1,1,1,0,0,0
1892,1892,giao hàng nhanh hàng nguyên seal chính hãng,0,1,0,1,0,1,0,0,0
1893,1893,điện_thoại đẹp giao hàng nhanh chất_lượng đảm_bảo dùng đến giờ ok săn deal 11 11 giá hời vui d,0,1,0,1,0,0,0,0,0
1894,1894,hỏi nhận máy kiểm_tra máy kích_hoạt bảo_hành tôi kích_hoạt bảo_hành nhờ hướng_dẫn kích_hoạt bảo_hành online kích_hoạt thanks,0,0,0,0,0,0,0,0,1
1895,1895,ok nha coi độ bền máy ok bao hàng đẹp sạch_sẽ,0,1,0,0,0,0,0,0,1
1896,1896,sản_phẩm lỗi gân pin đúng chiều bật công_tắc thiết_bị bật hàng kém chất_lượng nhà bán hành giải_thích giùm,0,0,0,0,0,0,0,0,1
1897,1897,hàng giao nhanh chính hãng dùng tốt mua tặng củ sạc giá hợp_lý,0,0,0,1,1,1,0,1,0
1898,1898,sản_phẩm ok,0,0,0,0,0,0,0,0,1
1899,1899,sản_phẩm tốt giao hàng nhanh năm luôn,0,0,0,1,0,0,0,0,0
1900,1900,mua máy bấm đáng tiếc thật,1,0,0,0,0,0,0,0,0
1901,1901,hàng đóng_gói cẩn_thận giao nhanh đẹp mới chất_lượng xem thời_gian,0,1,0,1,0,0,0,0,0
1902,1902,hang nguyen seal tot,0,0,0,0,0,0,0,0,0
1903,1903,máy nguyên seal bóc_tem thích gắn sim thẻ nhớ mở_rộng dung_lượng giá rẻ đến 3 triệu,0,1,1,1,1,0,0,0,0
1904,1904,camera tệ,1,0,0,0,0,0,0,0,0
1905,1905,máy ipad chính hãng khỏi bàn rùi đời 2020 mạnh đời trc hài_lòng,1,0,0,0,0,1,0,0,0
1906,1906,sản_phẩm nhận nguyên_vẹn seal mua con chủ_yếu ba_mẹ người_thân xài zalo nói_chuyện nhau nói_chung đáng tiền 5,0,1,0,0,1,1,0,0,0
1907,1907,sản_phẩm tốt tôi hài_lòng,0,0,0,0,0,0,0,0,0
1908,1908,chút hài_lòng đặt báo giao hôm giao đặt xong báo tuần mới giao được_cái_là giao ngày thời_gian hẹn hộp ghi tem nhãn phụ nhập_khẩu công_ty apple vn yên_tâm check self coverage active máy đẹp đóng_gói cẩn_thận mẹo ai muốn mua check out app để_ý luôn giảm_giá dựa phương_thức thanh_toán bằng thẻ_tín_dụng hài_lòng,0,1,0,1,0,1,0,0,0
1909,1909,điện_thoại gọi lỗi loa gọi đến vs đi nghe bật loa ngoài mới đc,1,0,0,0,0,0,0,0,0
1910,1910,giao hang nhanh đóng_gói cẩn_thận pin xài 3 ngày tốt giá mua thật hợp_lý 5,1,0,0,1,1,0,0,0,0
1911,1911,đồng_hồ lắp thẻ nhớ vài nhận tạm lắp sim biết nhận sim hay,0,0,0,0,0,0,0,0,1
1912,1912,máy đẹp pin khoẻ dùng thoải_mái phụ_nữ dùng điện_thoại nó nặng trải_nghiệm thích lắm máy màn_hình giọt nước dán màn_hình vuốt xuống cấn tay,1,1,0,0,0,1,0,0,0
1913,1913,sản_phẩm tương_xứng tâm giá đáng trải_nghiệm,0,0,0,0,1,0,0,0,0
1914,1914,pin dùng nokia 105 sim ngon_lành,1,0,0,0,0,0,0,0,0
1915,1915,ổn giá tiền,0,0,0,0,1,0,0,0,0
1916,1916,mua 5 ngày mua giá tốt 5 ngày trải_nghiệm ưu_điểm giá nói ngon 3tr dòng ss pin 5000 xài 1h hao 10 sóng_sánh ok loa ngoài nghe rõ ổn lag lắm sạc 10 3h đầy pin vân tay ổn nhược_điểm màn_hình rổ thực_ra giá_như đòi_hỏi pin trâu nặng tí ai hay nghe nhạc tai nghe suy_nghĩ nghe tai hay nghĩ hợp bạn chơi game nặng mua máy về chủ_yếu tác_vụ đơn_giản giải_trí máy ngon,1,1,1,0,1,0,0,0,0
1917,1917,nhận hàng thật cục gạch thanks,0,0,0,0,0,0,0,0,0
1918,1918,cảm_ơn một cơ_hội sở_hữu iphone 8plus giá tốt,0,0,0,0,0,0,0,0,0
1919,1919,đẹp mỏng chắc_chắn,0,1,0,0,0,0,0,0,0
1920,1920,em hỏi la máy xài tự_nhiên màn_hình đen_thui gọi đến cuộc_gọi như_thường xong e bấm nút tăng_âm lượng nut nguồn khởi_động bình_thường lỗi ạ,0,0,0,0,0,0,0,0,1
1921,1921,gói hàng chắc_chắn giao nhanh đúng hẹn sản_phẩm dùng tốt màu trắng đẹp sang,0,1,0,1,0,0,0,0,0
1922,1922,vỏ trầy oppo reno2f bỏ lọt xém chặt đơn hàng lâu,0,1,0,1,0,0,0,0,0
1923,1923,đội_ngũ cskh làm_việc chu_đáo hàng giao now nhanh đúng hẹn hài_lòng,0,0,0,1,0,0,1,0,0
1924,1924,oke đẹp taam xốp chống xốc dc,0,0,0,0,0,0,0,0,0
1925,1925,mua máy tháng 8 tuần nguồn báo bảo_hành khoảng tuần người đến nhận khoảng tháng máy trả về góc vết va_đập thôi miễn tuy_nhiên đăng_nhập tài_khoản amazon mãi toàn báo lỗi chat support amazon làm hết trường_hợp họ hướng_dẫn họ add tay serial number tài_khoản ăn_thua sau_cùng kêu họ bảo serial máy hết bảo_hành t32019 trong mua t82019 họ từ_chối hỗ_trợ tiếp so_sánh vỏ hộp thiết_bị khác serial nghi_ngờ trong quá_trình bảo_hành thay linh_kiện khác khiến máy hiện serial khác hiện_giờ không_thể đăng_ký thiết_bị đồng_nghĩa thiết_bị biến thành cục gạch dùng ứng_dụng thất_vọng chất_lượng hàng,1,0,0,0,0,0,1,0,0
1926,1926,giao nhanh hàng nguyên seal chính hãng vna,0,1,0,1,0,1,0,0,0
1927,1927,dùng bịn kém đêm tụt mất pin dòng khác máy mua ở 2hôm nay,0,0,1,0,0,0,0,0,0
1928,1928,hộp trong seal vỏ ngoài rách mua tặng hài_lòng lắm,0,1,0,0,0,0,0,0,0
1929,1929,nhựa tốt lắp chăcs chắn giá hợp_lý chất_lượng,0,0,0,0,0,0,0,0,0
1930,1930,hàng chính hãng giá rẻ,0,0,0,0,1,1,0,0,0
1931,1931,xài tốt nguyên seal,0,1,0,0,0,1,0,0,0
1932,1932,hàng đúng nhứ hình quảng_cáo chất_lượng dầy dẹp,0,0,0,0,0,0,0,0,0
1933,1933,camera chụp ảnh đẹp dùng lâu_dài biết mấy năm pin con vô đối ở tầm giá chip rồngg mua đúng dịp sale thanh_toán bằng zalo pay 4tr2 giá hời,1,0,0,0,1,0,0,0,0
1934,1934,cực đẹp mới 100,0,0,0,0,0,0,0,0,0
1935,1935,hàng đảm_bảo mới phụ kiên đầy_đủ,0,1,0,0,0,0,0,1,0
1936,1936,máy mượt nhanh màu trắng nữ xài đẹp,0,1,1,0,0,0,0,0,0
1937,1937,sp tốt đúng mô_tả,0,0,0,0,0,0,0,0,0
1938,1938,ok dùng tốt hợp giá_thành tiền đấy,0,0,0,0,0,0,0,0,0
1939,1939,hãy mua cảm_nhận sản_phẩm cách bạn cảm_nhận tôi tôi vote 5,0,0,0,0,0,0,0,0,1
1940,1940,bản 4 64 đen phân_phối 2790k rẻ tgdd hay fpt giao hàng nhanh bọc sp kỹ điện_thoại vsmart dùng tạm mặc_dù custom vài chỗ tốt mong vin hoàn_thiện phần_mềm trong thời_gian tới sp chất_lượng,0,0,1,1,1,0,0,0,0
1941,1941,sản_phẩm nguyên seal trải_nghiệm ban_đầu mượt giao hàng đúng hẹn,0,1,1,0,0,0,0,0,0
1942,1942,pin xài tốt giờ tìm mua pin iphone 4 khó mua ngoài tiệm tin_tưởng lắm biết bền hay chờ thời_gian,1,0,0,0,0,0,0,0,0
1943,1943,mua về xài tầm tháng máy đơ đơ zalo hay momo liên_tục đứng máy hoặc tự thoát bực_mình bạn dự_tính mua suy_nghĩ,0,0,1,0,0,0,0,0,0
1944,1944,chất_lượng mong_đợi giao hàng nhanh,0,0,0,1,0,0,0,0,0
1945,1945,sản_phẩm sử_dụng mượt cực nhạy đáng tiền,0,0,1,0,0,0,0,0,0
1946,1946,camera xấu pin trâu wifi vô chỗ làm bắt chỗ khác bth chắc pm chơi game tốt,1,0,0,0,0,0,0,0,0
1947,1947,nhận máy hôm 46 máy mới chính hãng đầy_đủ phụ_kiện loa bật max rè rè,1,1,0,0,0,1,0,1,0
1948,1948,mua hàng gửi về kon_tum giao hàng chậm chút_xíu máy nguyên seal xài ổn tới giờ năm,0,1,0,1,0,1,0,0,0
1949,1949,dùng sướng cực pin trâu hợp túi_tiền mua km 3tr5 tuyêth vời,1,0,0,0,1,0,0,0,0
1950,1950,hàng việt_nam chất_lượng cao người việt dùng hàng việt,0,0,0,0,0,0,0,0,1
1951,1951,con cuối_cùng,0,0,0,0,0,0,0,0,1
1952,1952,hàng đúng hình đúng giới_thiệu xài laptop hầu_như khập_khiễng máy áp sát khung sườn đế đỡ ở cuối trang_trí tác_dụng kìm_giữ máy máy hướng laptop 15 6 bó_tay xài bên cạnh giao hàng cực_kì chậm đổi đối_tác giao hàng bao_giờ đặt_hàng ức_chế,0,0,0,0,0,0,0,0,1
1953,1953,sản_phẩm ok nhớ check xem vị_trí nằm hoặc ngồi gắn nha nằm giường coi ipad vui,0,0,0,0,1,0,0,0,1
1954,1954,xài tốt bữa giờ 4 5 tháng trục_trặc đánh_giá 5 hàng việt_nam chất_lượng cao,0,0,0,0,0,0,0,0,1
1955,1955,đóng_gói sợ xơ xài giao hàng nhanh,0,0,0,0,1,0,0,0,0
1956,1956,máy mới 100 chức_năng hoạt_động tốt nhân_viên giao hàng nhanh,0,1,0,1,0,0,0,0,0
1957,1957,chắc_chắn ok trong tầm giá bạn nhu_cầu lựa_chọn,0,0,0,0,1,0,0,0,1
1958,1958,đẹp tiện lơi,0,1,0,0,0,0,0,0,0
1959,1959,máy mới mua về khui hộp tự kích_hoạt bảo_hành lý_do samsung kích_hoạt giao hàng thành_công khác iphone,0,0,0,0,0,0,1,0,0
1960,1960,2711 mở bán vn đầy 24h giao máy tới tận nhân_viên giao hàng giao máy cực_kỳ nhanh_chóng cẩn_thận tặng cục sạc nhanh 20w xịn anker love,0,0,0,1,0,0,0,1,0
1961,1961,mua giảm triệu sacombank tính same same viettel sẵn hàng hài_lòng tặng kèm sạc anker service tốt,0,0,0,0,1,0,1,1,0
1962,1962,máy nhận báo vây cài_đặt đến bước treo iphone 11 pro max 512gb nhận call báo 24h người gọi,0,0,0,0,0,0,0,0,0
1963,1963,một_hai ngày đầu máy đơ đơ chắc cài_đặt update thứ sử_dụng ổn chơi game đánh trận online ổn sử_dụng tháng rưỡi vấn_đề,0,0,1,0,0,0,0,0,0
1964,1964,ưu sản_phẩm full box đẹp tuyệt khuyết giao hàng trễ hẹn,0,1,0,1,0,1,0,0,0
1965,1965,mua chui samsung đưa chui khác xài,0,0,0,0,0,0,0,0,0
1966,1966,sản_phẩm mới kích_hoạt bảo_hành,0,1,0,0,0,0,0,0,0
1967,1967,mua điện_thoại trading sản_phẩm nguyên seal sản_phẩm pin trâu sử_dụng mượt_mà vote 5,1,1,1,0,0,1,0,0,0
1968,1968,ok oko ok ok ok ok ok ok ok,0,0,0,0,0,0,0,0,1
1969,1969,giao nhanh rẻ thôi,0,0,0,1,1,0,0,0,0
1970,1970,điện_thoại ổn mức giá,0,0,0,0,1,0,0,0,0
1971,1971,hàng đẹp giao sớm ngày nói_chung tuyệt_vời sau_này mua hàng tiếp,0,1,0,1,0,0,0,0,0
1972,1972,hàng okie nguyên seal tại_sao thông_số cam chính 48mp cam thực_tế dùng max 12mp xem_lại vấn_đề giùm liệu lỗi sản_phẩm làm hỗ_trợ đổi máy khác nhỉ,0,1,0,0,0,0,0,0,1
1973,1973,tốt trong tầm giá phù_hợp dùng dịch_vụ kinh_doanh giao hàng nhanh,0,0,0,1,1,0,0,0,0
1974,1974,giao hàng nhanh hài_lòng,0,0,0,1,0,0,0,0,0
1975,1975,đề_nghị kích_hoạt bảo_hành mới mua xem,0,0,0,0,0,0,0,0,1
1976,1976,thất_vọng về nhà_cung_cấp iphone mới mua khoá quản_lý xa,0,0,0,0,0,0,1,0,0
1977,1977,nhân_viên giao hàng nhiệt_tình 2021 giao hàng,0,0,0,1,0,0,1,0,0
1978,1978,máy ổn tốt trong tầm giá máy nguyên seal dùng ok,0,1,0,0,1,0,0,0,0
1979,1979,đúng quảng_cáo,0,1,0,0,0,0,0,0,0
1980,1980,hàng đúng hình_mẫu đăng độ tin_cậy giảm_sút trầm_trọng cảm_ơn,0,0,0,0,0,0,0,0,1
1981,1981,giao hàng nhanh hàng đẹp,0,1,0,1,1,0,0,0,0
1982,1982,giao hàng nhanh chất_lượng b thường,0,0,0,0,0,0,0,0,0
1983,1983,người việt ủng_hộ hàng việt tuyệt_đối,0,0,0,0,0,0,0,0,1
1984,1984,sp xài tốt,0,0,0,0,0,0,0,0,1
1985,1985,sf giống hinh,0,0,0,0,0,0,0,0,0
1986,1986,giao hàng nhanh máy nguyen tem hãng giao vay ok roi phần máy hãng chiu trách_nhiệm tks,0,0,0,1,0,0,0,0,0
1987,1987,thông_cảm giao hàng chậm bão máy đc,0,0,0,0,0,0,0,0,1
1988,1988,m nhu_cầu đọc tài_liệu hình_ảnh hoặc pdf lướt web m máy đáp_ứng tốt điểm cộng máy kích_thước vừa_phải gọn đẹp điểm trừ màu_sắc màn_hình sống_động rõ nét lắm,1,1,0,0,0,0,0,0,0
1989,1989,vỏ ngoài hộp cũ hàng_xách tay model năm đòi_hỏi hàng bên trong mới active xài ngon,0,1,0,0,0,0,0,0,0
1990,1990,sản_phẩm full box dao hàng nhanh dự_kiến máy tốt mới dụng biết hư_hỏng hiện_tại chất_lượng tốt,0,0,0,1,0,0,0,0,0
1991,1991,máy hệ_điều_hành amazon xài dành nhu_cầu đọc sách mạng đọc báo học tiếng anh cấu_hình dùng giải_trí phù hơp người lớn_tuổi nhu_cầu ít đáng mua tầm giá,0,0,0,0,1,0,0,0,0
1992,1992,giao hàng nhanh đặt 18h hôm 10h hôm ship đến tay 10 ngày sử_dụng thứ ổn mạng nhanh pin tầm ngày sd nhu_cầu cơ_bản chơi game hiện_tượng giật lag có_điều hiển_thị hình_ảnh tệ âm_thanh tốt lắm nói_chung hài_lòng trong tầm giá,1,0,1,1,1,0,0,1,0
1993,1993,mức giá ổn dám chê_bai công_nhận thao_tác máy chậm,0,0,1,0,1,0,0,0,0
1994,1994,tiện_lợi cứng_cáp,0,0,0,0,0,0,0,0,1
1995,1995,chất_lượng tồ,0,0,0,0,0,0,0,0,0
1996,1996,tốt giao hàng nhanh hổ trợ nhiệt_tình hàng kiểm_tra nguyên seal nguyên kiện mua gủi tin thông_báo bảo_hành chính hãng sản_phẩm an_tâm sẻ mua tiếp sản_phẩm,0,1,0,1,0,1,1,0,0
1997,1997,coupon giảm 40 mua ốp uag,0,0,0,0,0,0,0,0,1
1998,1998,nói perfect mãi ủng_hộ,0,0,0,0,0,0,0,0,0
1999,1999,giá tốt bảo_hành dài nhận sim vn chạy tốt giao hàng nhanh sử_dụng yên_tâm,0,0,0,1,1,0,0,0,0
2000,2000,máy đóng nắm khít nhớ điện_thoại mới mua ở màn_hình miếng keo máy gắn pin sim tin nhắn xác_nhận bảo_hành điện_tử nokia,1,1,0,0,0,0,1,0,1
2001,2001,giá tốt sản_phẩm đúng mô_tả ưng_ý,0,0,0,0,1,0,0,0,0
2002,2002,máy đẹp chip mạnh trong tầm giá thứ tẹt vời luôn,1,1,1,0,0,0,0,1,0
2003,2003,đa nhân đx may may moi nguyên siêu giao hang siêu nhanh nhân_viên vv nhiệt tinh chât luong may xai thoi gian moi biết đx phu kiên co tai phone nho kích_hoạt bao hanh dum nhe,0,0,0,0,0,0,0,0,0
2004,2004,giao nhanh ngày máy đẹp mượt giá_cả hợp_lý,0,1,1,1,1,0,0,0,0
2005,2005,tin_tưởng mua sp dùng mượt s9plus mua ở năm_ngoái,0,0,1,0,0,0,0,0,0
2006,2006,canh mãi mới về màu gold đặt_hàng đầy tiếng nhận máy chê đâu,0,0,0,1,0,0,0,0,0
2007,2007,giao hàng nhanh sản_phẩm nguyên seal,0,0,0,1,0,1,0,0,0
2008,2008,sản_phẩm đẹp sắc xảo tốt,0,1,0,0,0,0,0,0,0
2009,2009,cấu_hình tốt máy pin trâu chụp ảnh ok chất_lượng tốt mức giá,1,0,0,0,0,0,0,0,0
2010,2010,giao hàng nhanh hàng chính hãng đúng phiên_bản màu_sắc dung_lượng ok,0,0,0,1,0,1,0,0,0
2011,2011,giao hàng nhanh đóng_gói cẩn_thận,0,0,0,1,0,0,0,0,0
2012,2012,đề_nghị thủ hồi sản_phẩm máy lỗi sóng đc vạch sóng mất máy khác sóng max 5 vạch,1,0,0,0,0,0,0,0,1
2013,2013,ưng giao hàng nhanh,0,0,0,1,0,0,0,0,0
2014,2014,đặt tối thứ_bảy sáng cn nhận hàng tiếp_tục ủng_hộ,0,0,0,1,0,0,0,0,0
2015,2015,tai nghe,0,0,0,0,0,0,0,1,0
2016,2016,đóng_gói cẩn_thận giao hàng nhanh_chóng máy mới dùng khoảng 6 ngày lỗi sọc ngang màn_hình đi du_lịch không_thể liên_lạc nay dã về nhà mua 17 ngày đổi máy khác làm_sao,1,0,1,1,0,1,0,1,0
