,text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
2820,giao hàng lâu,0,0,0,1,0,0,0,0,0
2821,dịch_vụ giao hàng càng_ngày_càng kém 5 sản_phẩm 0 shipper đặt giao hàng 3h giao trễ gọi hối cuộc shipper bảo nói giao tới bảo anh ở địa_chỉ xong bảo anh nhầm đường trong đường kêu nhầm bên gần 30p shipper đâu bận đi công_chuyện nhà người lấy giùm bỏ ở nhà canh lấy hàng chán,0,0,0,1,0,0,1,0,0
2822,đẹp hài_lòng,0,1,0,0,0,0,0,0,0
2823,đánh_giá về bề_ngoài o nhìn đẹp_mắt nhưng_mà camera hài_lòng lắm ạ,1,1,0,0,0,0,0,0,0
2824,giá hợp_lí điện_thoại dùng ok lắm cảm mơn,0,0,0,0,1,0,0,0,0
2825,hàng chất_lượng đóng_gói cẩn_thận,0,0,0,1,0,0,0,0,0
2826,tôi đặt mua sản_phẩm sản_phẩm màu silver hàng tôi hài_lòng giao hàng nhanh tuy_nhiên màn_hình tìm_kiếm sản_phẩm key2 hình_hộp quà tặng tai nghe ốp lưng tôi nghĩ quà tặng đến nhận hàng _thể liên lác tôi,0,0,0,1,0,0,0,1,0
2827,mẫu_mã đẹp giá_cả hợp_lý,0,1,0,0,1,0,0,0,0
2828,mua tặng ox nhận hàng hào_hứng lắm thanks nhé,0,0,0,0,0,0,0,0,1
2829,hàng giao nhanh đóng_gói cẩn_thận,0,0,0,1,0,0,0,0,0
2830,trải_nghiệm sản_phẩm một tuần mới bắt_đầu viết đánh_giá toàn_bộ đánh_giá dựa cảm_nhận riêng cá_nhân đầu_tiên về giá_cả sản_phẩm mức giá tốt tr300 một điện_thoại trang_ 4gb ram 64gb bộ_nhớ_trong về hộp phụ_kiện _thể vsmart trang_ đầy_đủ người dùng ốp lưng tai nghe cáp sạc củ sạc đủ về ngoại quan_thiết sở_hữu thiết_kế trang_nhã lịch_sự u_sắc tối_giản mặt lưng nhám liền lạc mỗi_tội bám vân taymồ hôi tay n_hình hd 6 inch đủ nét sử_dụng nhu_cầu hằng ngày _điều giọt nước n_hình trông thô trau_chuốt lắm cảm_biến vân tay_mặt lưng nhạy khay sim bạn _thể lựa_chọn sim thẻ nhớ hoặc sim về phần_cứng ở phiên_bản star 4 _thể vsmart cải_thiện chất_lượng camera ng dùng joy cụm cam 3mp chất_lượng ảnh thực_sự tốt ở phiên_bản dù trang_ cụm camera chống mù 8mp cam góc rộng 5mp ở mặt lưng thôi đáp_ứng đủ nhu_cầu chụp ảnh thông_thường chụp đêm hdr chụp tốt trong điều_kiện_đủ sáng yêu_cầu độ nét cao tương_tự camera 8mp đáp_ứng tốt nhu_cầu videocall thường_ngày star 4 trang_ chip mediatek helio p35 ngang_ngang snapdragon 6563 mở app ít delay thao_tác mượt chơi tựa game pubg mobile mức moderatelow setting 30fps giao_tranh đông người drop đôi_chút tựa game liên_minh huyền_thoại tốc chiến chơi ở mức đồ_hoạ trung bìnhthấp fps duy_trì mức 30 giao_tranh cảm_ giật lag nhiệt_độ máy chơi ở mức đồ_hoạ _vậy nóng dù dùng ốp lưng trong điều_kiện hạn_chế app chạy ngầm đẩy thông_báo mức pin drop khoảng 0 0 0 phút chơi loa ngoài máy to phần nhỏ chất âm bình_thường về pin điểm đáng tiếc máy trang__viên pin 3500mah sạc 0w sạc khoảng h đầy pin nhu_cầu dùng thông_thường lướt mạng xã_hội xem video đủ dùng trong ngày về phần_mềm thiết_ cài_đặt vos 3 0 dựng android 0 gần android thuần bloatware linh_tinh hay quảng_cáo cập_nhật _đặn bản vá mới android 4gb ram nghĩ thiết_ _thể cập_nhật phần_mềm mới trong ít_nhất năm hiện_tại android 0 kernel chạy thôi chiếm 6 9gb ram bạn dùng app mạng xã hộichat nhận tin liên_tục ram thường_xuyên sử_dụng ở mức 5gb biết máy hỗ_trợ app vsmart faceid về cơ_bản _thể sử_dụng vân tay khoá n_hình thông_thường thôi bộ_nhớ_trong 64gb đủ dùng đủ bạn _thể dùng chế_độ sim thẻ nhớ mở_rộng bộ_nhớ chọn format thẻ nhớ thành internal storage tổng_kết một sản_phẩm thực_sự tốt ở phân khúc _dưới triệu phù_hợp học_sinh sinh_viên người lao_động thu_nhập thấp người lớn_tuổi đáp_ứng tốt nhu_cầu thường_ngày chơi tựa game hot _thể sử_dụng phần_mềm mới trong tương_lai gần,1,1,1,0,1,0,0,1,0
2831,đúng tiền_nào_của_nấy giá rẻ chất_lượng lượng kém giao hàng lâu,0,0,1,1,0,1,0,0,0
2832,hom nay mol mua galaxy s0fe san pham tot truoc mua toi biet su dung sim nhung that te duoc su dung sim thoi rat buon vi toi dang su dung sim card,0,0,0,0,0,0,0,0,1
2833,hiện_tại phát_sinh lỗi xài ok giao hàng nhanh,0,0,0,1,0,0,0,0,0
2834,xài siêu thích wifi mạnh pin trâu sẵn ứng_dụng chỉnh_hình,0,0,1,0,0,0,0,0,0
2835,hung chắc_chắn hàng giống hình lắp hó mỗi_tội lắp vô chỗ dày lắp đc thôi,1,0,0,0,0,0,0,0,0
2836,hàng giá_trị cao đến đưa hộp đóng_gói êu ý_tên chạy liền hỏi xem hàng shiper trả_lời câu xem xong hài_lòng gọi tổng_đài hi nhân_viên đi mở hộp đồ cục gạch gọi tổng_đài xong hay mua hàng mấy như_,0,0,0,1,0,0,1,0,0
2837,giao hàng cực lâu đặt hôm 1111 hẹn giao hôm 1611 đến hôm điện liên_tục tổng_đài hỏi mãi 18 mới chịu ship đi 20 mới đến tay máy ổn mới nguyên seal,0,1,0,1,0,0,0,0,0
2838,sử_dụng coi_bộ ổn nhưng_ biết pin hỏng sạc đứng ở vị_trí hoài,0,0,0,0,0,0,0,0,1
2839,ipad thứ hai mua ở mua laptop tivi smart phone hàng kích_hoạt mã lla cảm_ơn,0,0,0,0,0,0,0,0,1
2840,ok sản_phẩm tốt trong tầm giá,0,0,0,0,1,0,0,0,0
2841,nhanh gọn chất_lượng,0,0,0,0,0,0,0,0,1
2842,mua giá 6790 đúng mua ở tỉnh 3 ngày nhận đc hàng thanh_toán online hàng đẹp chất_lượng mức giá hạ niêm_yết,0,1,0,0,1,0,0,0,0
2843,hàng đúng mô_tả hàng sài tốt,0,0,0,0,0,0,0,0,1
2844,rỏ ràng về hộp iphone củ sạc tai nghe mua trong phần thông_tin ghi củ sac tai nghe hi nhận hàng thông_tin thay_đổi căn_cứ iện cảm_thấy lừa_đảo về giá ghi rẻ nhất thua giá lazada mua phụ_iện sạc tai nghe,0,0,0,0,0,0,0,0,1
2845,giao hàng đúng mầu nhanh_chóng dùng tốt trầy_xước,0,1,0,1,0,0,0,0,0
2846,san phảm tốt tầm giá loa nhỏ bộ_nhớ ít xài thẻ nhớ,0,0,0,0,1,0,0,1,0
2847,sản_phẩm mới bóc vết xước sâu phím nguồn hy_vọng giải_quyết vấn_đề cách hợp_lý nhanh nhất,0,1,0,0,0,0,0,0,0
2848,tạm_thời hài_lòng nhé,0,0,0,0,0,0,0,0,0
2849,hài_lòng về sớm ngày,0,0,0,1,0,0,0,0,0
2850,đế cứng_cáp phù_hợp đt phần ráp khuôn sần_sùi dùng dao gọt 12k tạm,0,0,0,0,0,0,0,1,1
2851,hàng đẹp chuẩn vna,0,0,0,0,0,1,0,0,1
2852,máy đẹp sang ghê ship nhanh gói cẩn_thận giá sale ổn luôn cảm_ơn,0,1,0,1,1,0,0,0,0
2853,nhận hàng sử_dụng đầu chất_lượng tôi cảm_thấy yên_tâm mua hàng love ️,0,0,0,0,0,0,0,0,1
2854,nhận hàng nguyên seal active,0,0,0,0,0,1,0,0,0
2855,giao nhầm màu blue thay_vì green,0,1,0,0,0,0,1,0,0
2856,máy_tính bảng gọn giá_cả hợp_lí pin xài lâu hợp_ý _điều đặt chung bao da ipad mini gợi_ý hổng gửi thông_tin trả bao da về tầm 5 ngày gửi trả tiền bao da ví momo hài_lòng,1,0,0,0,1,0,0,1,0
2857,sản_phẩm mô_tả giao hab,0,0,0,0,0,0,0,0,1
2858,tôi mua sản_phẩm loại số_lượng bao_bì khác nhau mở hộp xin vui_lòng xác_nhận giao đúng hàng xin xem anh đính kèm,0,0,0,0,0,0,0,0,1
2859,giao hàng nhanh đóng_gói cẩn_thận hàng lla hài_lòng,0,0,0,1,0,0,0,0,0
2860,cấu_hình ổn cầm_chắc tay mọi thứ hài_lòng loa nhỏ dòng samsung a,0,0,0,0,0,0,0,1,0
2861,sản_phẩm tương_đối tốt tầm giá trải_nghiệm o phù_hợp ai mới dùng smart phone dư_dả về tài_chính,0,0,0,0,1,0,0,0,0
2862,tai minh kich hoat dc bao hanh dien tu,0,0,0,0,0,0,0,0,0
2863,sdung kẹo lỏng_lẻo kẹo đt toàn rớt,0,0,0,0,0,0,0,0,0
2864,giấy bảo_hành hết,0,0,0,0,0,0,1,0,1
2865,pin trâu camera chụp tệ ứng_dụng chạy mượt đáp_ứng đủ yêu_cầu công_việc giá tốt,1,0,1,0,1,0,0,0,0
2866,giao nhanh hàng nguyên seal đúng màu,0,0,0,1,0,1,0,0,0
2867,đúng đt thứ thật_sự nhanh trong một nốt_nhạc đt trong tay đt hàng chuẩn mượt chụp ảnh đẹp,0,0,1,1,0,0,0,0,0
2868,kẹp như_vậy ổn,0,0,0,0,0,0,0,0,0
2869,hàng giao nhanh trong vòng 2h nhận đc chính hãng vna nguyên seal tiếc kèm sạc tai nghe mua bên ngoài,0,1,0,1,0,1,1,1,0
2870,giao hàng nhanh hàng chuẩn,0,1,0,1,0,1,0,0,0
2871,giá tốt điện_thoại ngon ổn_định nguyên đai nguyên kiện biết bảo_hành kích_hoạt thế_nào thôi,0,0,0,0,1,1,0,1,0
2872,đóng_gói kỹ,0,0,0,1,0,0,1,0,0
2873,giao hàng đúng giờ nhân_viên giao hàng thân_thiện sản_phẩm chính hãng xài ok mỗi_tội gắn sim mobi o nóng máy,0,0,0,1,0,1,1,0,0
2874,đẹp thích,0,1,0,0,0,0,0,0,0
2875,nhận máy ngày 2472020 máy kích_hoạt bảo_hành ngày 3152020 máy mới,0,0,0,0,0,0,0,0,1
2876,gio hàng nhanh đóng_gói cẩn_thận hàng chính hãng vna kèm quà tặng,0,0,0,1,0,1,1,0,0
2877,giáo hàng nhanh mới dùng đc ngày hi_vọng ok,0,0,0,1,0,0,0,0,0
2878,hàng nguyên seal đóng_gói cẩn_thận chất_lượng,0,0,0,0,0,1,0,0,0
2879,nguyên seal active người mua tin_tưởng,0,0,0,0,0,1,0,0,0
2880,điện_thoại dt mở kg dc bây_giờ muốn trả hàng m_sao đừng ai dại mua dt mạng giống mik nhé,0,0,0,0,0,0,0,0,0
2881,em mới mua loa máy rè ạ mong giải_quyết giúp em,1,0,0,0,0,0,0,1,0
2882,tốt luôn xài bền lâu đẹp,0,0,0,0,0,0,0,0,1
2883,máy mới nguyên seal chạy mượt ngon trong tầm giá 3tr,0,0,1,0,1,1,0,0,0
2884,đúng hàng chính hãng digi giao chậm nhắc mới lấy hàng đi giao,0,1,0,1,0,1,0,0,0
2885,máy hỏng sộc xanh lâu_lâu xuất_hiện ba vạch tôi mong ad đổi tôi,1,0,1,0,0,0,0,0,0
2886,nhận hàng nhanh hiện_tại máy dùng ok,0,0,0,1,0,0,0,0,0
2887,giao nhanh đúng sản_phẩm đặt thanks,0,0,0,1,0,0,0,0,0
2888,quạo về tăng_giá bất_thường nhận máy vui vui_vẻ vẻ trở_ dù_sao dc góp 0 tận 12 tháng ️ team pacific ơi mại dzô ️ ️ ️,0,0,0,0,1,0,0,0,0
2889,hàng chất_lượng nguyên seal,0,0,0,0,0,1,0,0,0
2890,kịp kiểm_t hàng lấy luôn đến tối mở điện_thoại dùng ok cam đẹp tai nghe đứt dây dùng muốn đổi tai nghe giúp,0,1,0,0,0,0,0,1,0
2891,máy nguyên seal nhe bạn đóng_gói chắc_chắn bạn mua về trong vòng ngày tự_động kích_hoạt bảo_hành đủ tháng gởi về số đt mua hàng bạn hài_lòng giao hàng nhanh,0,0,0,1,0,1,0,0,0
2892,tốt hàng chính hãng,0,0,0,0,0,1,0,0,0
2893,giá tốt nhất thị_trường giao siêu nhanh,0,0,0,1,1,0,0,0,0
2894,giá đỡ cứng_cáp có_điều quả cầu xoay hạn_chế,0,0,0,0,0,0,0,1,1
2895,bung gãy khuy cài trầy_xước sản_phẩm,0,1,0,0,0,0,0,0,0
2896,máy bàn mặt lưng trơn điểm gờ cao dễ rơi bàn rơi bàn xuống 3 3 ngày sử_dụng,0,1,0,0,0,0,0,0,1
2897,hài_lòng giao nhanh,0,0,0,1,0,0,0,0,0
2898,san pham giao dung mo ta nhan vien vui ve,0,0,0,0,0,0,0,0,0
2899,sử_dụng hài_lòng sản_phẩm nhận hàng chính hãng vna nguyên seal đúng màu yêu_cầu kích_hoạt o ngày 272020 mua 28 cục sạc anker tặng kèm siêu nhỉ gon xịn xò giao hàng đúng giờ tuy_nhiên điểm trừ trong shipper m rớt hộp hàng hành hoá lót kỹ 5 check hộ xem hoàn tr thanh_toán bằng thẻ thanks,0,0,0,1,0,1,0,1,0
2900,sản_phẩm đúng mô_tả đáng mua,0,0,0,0,0,0,0,0,1
2901,đặt gửi,0,0,0,0,0,0,1,0,0
2902,giao hàng nhanh chất_lượng trải_nghiệm đánh_giá,0,0,0,1,0,0,0,0,0
2903,sản_phẩm nhận lỗi gọi tổng_đài thu_hồi về xong giám_định êu vấn_đề mặc_dù gửi video xác_minh tháng làm_việc giờ báo gửi nước_ngoài haiz biết hi mới nhận điện_thoại sử_dụng,0,0,0,0,0,0,1,0,0
2904,camera nhận_diện khuôn_mặt nhạy,1,0,0,0,0,0,0,0,0
2905,0 đánh 0 cao dịch_vụ giao hàng chăm_sóc khách_hàng thiếu chuyên_nghiệp tôn_trọng khách_hàng,0,0,0,1,0,0,1,0,0
2906,chất_lượng sản_phẩm tuyệt_vời hàng nguyên seal mới 100 mua ngày 1010 giá tốt rẻ cửa_hàng sử_dụng đánh_giá good,0,0,0,0,1,1,0,0,0
2907,đt giá ngon mượt chụp hình tương_đối,0,0,1,0,1,0,0,0,0
2908,tiện_dụng sạc hoặc làm_ đẹp nhận đúng mẫu_mã dùng mấy tháng mới nhớ review mấy tháng mới,0,1,0,0,0,0,0,0,0
2909,5 hàng vn,0,0,0,0,0,0,0,0,0
2910,rat hop voi tuoi gia doc bao xem video,0,0,0,0,0,0,0,0,0
2911,chọn giao tikinow giao hàng đúng giờ hàng chuẩn nhưng_mà gọi apple kích_hoạt bảo_hành gọi apple ngày thứ 7 làm_việc kích_hoạt dc,0,0,0,1,0,1,0,0,0
2912,đôi_chút vấn_đề mong liên_lạc giải_đáp,0,0,0,0,0,0,0,0,1
2913,đóng_gói an_toàn sản_phẩm mới chất_lượng tốt chụp hình đẹp pin đủ sử_dụng,1,1,1,1,0,0,0,0,0
2914,màn_hình tối pin trâu ứng_dụng mượt,1,0,1,0,0,0,0,0,0
2915,xài ok trong tầm tiền ấy,0,0,0,0,0,0,0,0,1
2916,sản_phẩm đẹp ưng í,0,1,0,0,0,0,0,0,0
2917,tốt tht,0,0,0,0,0,0,0,0,0
2918,cảm_biến khuôn_mặt cảm_biến vân tay_trong hầu_hết app qly tài_chính hiện_nay chủ_yếu dùng vân tay,1,0,1,0,0,0,0,0,1
2919,đúng mẫu đẹp đóng_gói cẩn_thận nguyên tem cảm_ơn,0,1,0,1,0,1,0,0,0
2920,giao hàng nhanh đóng_gói cẩn_thận ấn_tượng ban_đầu tốt trải_nghiệm hài_lòng trading tới tiếp_tục ủng_hộ,0,0,0,1,0,0,0,0,0
2921,hàng vna chất_lượng tốt giao hành nhanh hài_lòng vs sp,0,0,1,1,0,0,0,0,0
2922,pin trâu giao hàng nguyên seal cầm nắm tốt,1,0,0,0,0,1,0,0,0
2923,máy full box đặt ngày máy mới chê,0,0,0,1,0,0,0,0,1
2924,giao hàng nhầm đổi trả hàng lâu,0,0,0,1,0,0,1,0,0
2925,về giao hàng hài_lòng nhận hàng sớm dự_kiến giao hàng gửi tin nhắn ch_hàng về sản_phẩm hài_lòng về sản_phẩm thực_chất trải_nghiệm màn_hình cảm_ứng kindle nhạy bằng màn_hình cảm_ứng sản_phẩm điện_tử c smartphone máy_tính bảng tuy_nhiên dùng dần quen thử tải sách tiếng anh laptop kindle bằng định_dạng pdf cảm_thấy file chữ ổn hỗ_trợ dịch _điển nói_chung hiện_tại hài_lòng về sản_phẩm,1,0,0,1,0,0,0,0,0
2926,giao hàng nhanh đóng_gói kĩ máy đẹp xài mượt pin trâu hiển_thị đẹp chụp ảnh dù đánh_giá cao oke duy cáp sạc 3 chân thích lắm phù_hợp đa_số ổ điện mua đồ chuyển nhìn cồng_kềnh xấu đọc nhận_xét ai giao như_vậy chắc kiểu random v,1,0,1,1,0,0,0,1,0
2927,máy đẹp hàng mới hoàn_toàn,0,1,0,0,0,0,0,0,0
2928,chương_trình đặt_hàng thiếu chuyên nghiêp đặt ngày 5 giao sớm trong hi vô mua trực_tiếp giao tiinow trong h trong banner đặt_hàng ghi trả_góp 0 galaxy gift đặt_hàng ngày 6 đến nhận hàng ngày 6 hông đăng_ý trả_góp ghi rõ_ràng 3 trong đơn voucher nhận hàng 3 ngày voucher đâu,0,0,0,0,0,0,1,0,0
2929,điện_thoại vsmart live 4 hàng chính hãng tốt điện_thoại vsmart live 4 hàng chính hãng tốt điện_thoại vsmart live 4 hàng chính hãng tốt điện_thoại vsmart live 4 hàng chính hãng tốt,0,0,0,0,0,0,0,0,0
2930,giao hàng nhanh sp tốt hài_lòng,0,0,0,1,0,0,0,0,0
2931,tốt trong tầm giá bền hay xem năm,0,0,0,0,1,0,0,0,0
2932,đúng hàng đẹp_mắt giao nhanh,0,1,0,1,0,0,0,0,0
2933,mua u đen nó lỏng tốt bằng mới mua u hông chắn chắc lỏng_lẻo thích,0,0,0,0,0,0,0,0,1
2934,kèm ốp dán màn_hình toẹt vời,0,0,0,0,0,0,0,1,0
2935,dùng,0,0,0,0,0,0,0,0,0
2936,mua tuần pin trâu sạc nhanh dùng mượt dù nóng nói_chung tầm giá tốt,0,0,1,0,1,0,0,0,0
2937,sản_phẩm công_nghệ đống gói hời_hợt chiêm đúng miếng giấy hàng vẩn ổn giận shipper tả nghĩ đời người mua hàng chạy chổ shipper lấy hàng trong ở gần shipper tới 500m dằm mưa đi lấy chính món hàng bỏ công thuê shipper đi giao thôi giải_quyết hộ vấn_đề đi giờ cảm lạnh luôn điện hỏi chổ tỏ_vẻ hài_lòng lấy hộp hàng trời mưa xin bộc loại hoài hồi shipper lấy bộc trong thùng rác đưa _ lấy mặt lấy anh ta môi mấy miếng giấy trong bộc chắc bộc đựng bánh_mì chừa bộc trả hàng gối điện_thoại bằng bộc,0,0,0,1,0,0,1,0,0
2938,dùng đính điện_thoại xe_máy mua về dùng dính bám,0,0,0,0,0,0,0,0,1
2939,oke nha mấy bạn mua phụ_kiện ở ổn cực mà_lại giao hàng nhanh nưa,0,0,0,1,0,0,1,0,0
2940,hàng chính hãng nguyên seal tuy_nhiên điện_thoại nhận lỗi khe hở viền màn_hình khung lớn màu đen khó phát_hiện màu khác trong điện_thoại ip67 mong xử_lý thoả_đáng,0,1,0,0,0,1,1,0,0
2941,giao hàng nhanh đúng giờ hàng nguyên tem kích_hoạt kích_hoạt xong dùng tốt hài_lòng,0,1,0,1,0,1,0,0,0
2942,đóng_gói cẩn_thận đặt_hàng đúng ngày hàng sản_phẩm tốt,0,0,0,1,0,0,0,0,0
2943,mua đến thứ 3 ở nhà mua xong toàn hàng_xóm nhờ mua hài_lòng,0,0,0,0,0,0,0,0,1
2944,phone xài ngon lắm,0,1,0,0,0,0,0,0,1
2945,sản_phẩm oke chất_lượng,0,0,0,0,0,0,0,0,1
2946,màn_hình hay chớp bắt wifi yếu,1,0,1,0,0,0,0,0,0
2947,ok nhân_viên nhiệt_tình nói_chung mua 3 lân f m tôi thất_vọng,0,0,0,0,0,0,1,0,0
2948,test ok chất nước_cất trading yên_tâm máy điểm ổn ng trong tầm giá best,0,0,0,0,1,0,1,0,0
2949,hàng đẹp giá ổn giao hàng nhanh,0,1,0,1,1,0,0,0,0
2950,tuyệt_vời nhanh gọn trong 2h hàng chính hãng tem fpt mã vna nguyên seal,0,1,0,1,0,1,0,0,0
2951,sp ok tốt giao hàng nhanh ủng_hộ hơn_nữa,0,0,0,1,0,0,0,0,0
2952,máy giao nhanh mã vna active ủng_hộ trong đợt mua hàng,0,0,0,1,0,1,0,0,0
2953,máy chính hãng đẹp lưu nhỏ bạn hay đổ mồ_hôi tay cân_nhắc,0,1,0,0,0,1,0,0,0
2954,giao hàng đúng hẹn sản_phẩm chất_lượng phù_hợp ứng_dụng nhỏ chơi game mượt máy dùng lâu nóng,0,0,1,1,0,0,0,0,0
2955,ship siêu nhanh đặt chiều hôm sáng hôm ship hà_nội về hưng_yên đánh_giá cao ngày trong hà_nội giao lâu về đóng_gói máy cẩn_thận hàng chính hãng ok mua ủng_hộ hàng việt nhé mọi người chất_lượng tốt giá hợp_lý,0,0,0,1,1,1,0,0,0
2956,giao hàng nhanh máy đúng giới_thiệu đầu xài dòng kindle mò,0,0,0,1,0,0,0,0,0
2957,đổi nhạc n_hình trắng_xoá đá văng bắt sóng wifi luôn yếu iphone nhận 5 mạng star 4 tìm suốt ngày mạng muốn trả hàng ơi,1,0,1,0,0,0,0,0,0
2958,máy dùng ổn pin trâu chơi game bình_thường dùng ngày mới sạc duy_nhất hài_lòng vân tay_hông nhạy,1,0,1,0,0,0,0,0,0
2959,mới nhận máy màu trắng giao nhanh trong 2giờ 5 giờ cầm điện_thoại nhận điện_thoại mở khoá bằng nhận_dạng hay vân tay nhạy pin đúng trâu,1,0,1,1,0,0,0,0,0
2960,máy nguyên box giao hàng nhanh đúng mẫu_mã máy chạy mượt_mà,0,0,1,1,0,1,0,0,0
2961,thiếu nghe tai buồn nnnnxbnnvcvnnnbbvbhhbbbb,0,0,0,0,0,0,0,1,0
2962,đúng mô_tả sản_xuất nắm 2018 bh tới 01 jan 2020 hài_lòng,0,0,0,0,0,0,0,0,1
2963,sản_phẩm sử_dụng tốt túi_tiền,0,0,0,0,1,0,0,0,0
2964,sản_phẩm đúng hình đóng hoi,0,0,0,0,0,0,0,0,0
2965,xài ok lỗi thương_hiệu việt chất_lượng tốt giá hợp_lý,0,0,0,0,1,0,0,0,0
2966,hàng mới chất_lượng mới hài_lòng aihihi,0,1,0,0,0,0,0,0,1
2967,hàng chính hãng nhập_khẩu bán hàng điện_tử an_tâm mặc_dù giá cao cửa_hàng bên ngoài sạc đc nhanh lắm nóng,0,0,0,0,0,1,0,1,0
2968,máy cầm nhẹ_tay màn_hình rộng khung viền nhìn đẹp hệ_điều_hành ipad os hỗ_trợ bàn_phím chuột hữu_ích muốn dùng tai nghe chân usb c buộc dùng tai nghe chân 3 5 kết_hợp thiết_bị chuyển_đổi type c to 3 5,0,1,0,0,0,0,0,0,1
2969,sản_phẩm nguyên seal biết chế_độ bảo_hành thế_nào,0,1,0,0,0,1,0,0,0
2970,giao hôm_nay đc nhận gửi đánh_giá,0,0,0,1,0,0,0,0,0
2971,sản_phẩm đúng mô_tả hộp nguyên dấu_hiệu tháo mở_màn hình sử_dụng mượt nhạy cầm tay nhẹ gọn giá_trị đúng giá tiền sử_dụng một thời_gian nhận_xét về đồ bền,1,1,1,0,1,1,0,0,0
2972,lag lag 6gb chạy chậm_rì đáng tiền rẻ ôi thật,0,0,1,0,0,0,0,0,0
2973,hàng zin 100 nguyên siu sử_dụng đơn_giản chất_lượng cảm_ơn,0,1,0,0,0,1,0,0,0
2974,hàng kém chất_lượng hài_lòng sản_phẩm xem_lại,0,0,0,0,0,0,0,0,1
2975,full box đầy_đủ phụ_kiện kèm nguyên seal tai nghe tặng mấy nút bịt dự_phòng vân tay xài đc đầu cài xài đc mở báo lỗi mấy chức_năng khác ok mua về phụ_huynh xài ổn,0,1,0,0,0,1,0,1,0
2976,giá tốt giao hàng nhanh đồng_bộ ip cũ nhanh_chóng khác ip cũ 16g em trống_trải test camera ổn chụp ngược sáng night mode chuẩn chờ mãi mới màu tím mộng_mơ đợt đặt_hàng ra_mắt phân_vân giờ mới rinh em ấy về,1,0,0,1,1,0,0,0,0
2977,máy dùng tốt kích_hoạt bảo_hành đề_nghị hỗ_trợ kích_hoạt bảo_hành,0,0,0,0,0,0,0,0,1
2978,đóng_gói ok sản_phẩm chất_lượng,0,0,0,0,0,0,0,0,0
2979,nhận chuẩn hàng chính hãng active cảm_ơn tạo điều_kiện mua iphone giá hợp_lí đúng chất_lượng tiếp_tục ủng_hộ,0,0,0,0,0,1,0,0,0
2980,điện_thoại trong tầm giá 3tr oke pin lâu chụp ảnh,1,0,0,0,1,0,0,0,0
2981,đơn_giản hiệu_quả,0,0,0,0,0,0,0,0,1
2982,giáo hàng nhanh chất_lượng sản_phẩm tốt hài_lòng về dịch_vụ sản_phẩm,0,0,0,1,0,0,1,0,0
2983,ship nhanh cẩn_thận sử_dụng tốt hỏng_hóc,0,0,0,1,0,0,0,0,0
2984,tôi kg thích android lắm nhưng_mà điện_thoại tốt nó dễ dùng kg mất pin nhanh nhìn đẹp,0,1,0,0,0,1,0,0,0
2985,dùng tốt trong tầm giá mới dùng tháng lag tung chảo,0,0,1,0,1,0,0,0,0
2986,sản_phẩm ổn phù_hợp giá tiền,0,0,0,0,1,0,0,0,0
2987,hàng gói kĩ phục_vụ tốt hài_lòng về,0,1,0,1,0,0,1,0,0
2988,xài ổn đáp_ứng tốt nhu_cầu hàng,0,0,1,0,0,0,0,0,1
2989,đặt_hàng loại nhận loại khác,0,0,0,0,0,0,0,0,1
2990,hàng giá_trị đóng_gói sơ_sài rách trong quá_trình vận_chuyển máy xài bit ntn giao hàng lâu dự_kiến ngày,0,0,0,1,0,0,0,0,0
2991,hàng chính hãng nguyên seal shipper nhiệt_tình tôi quên click ô trả_góp hưởng khuyến_mãi giảm 2tr thanh_toán bằng thẻ hsbc món hàng giá_trị lớn bên dịch_vụ đơn hàng thông_tin đến khách_hàng chắc_chắn khách_hàng quyết_định chính_xác nhất tôi hài_lòng,0,0,0,1,0,1,1,0,0
2992,tiền đấy,0,0,0,0,0,0,0,0,1
2993,ram it máy hay đơ bạn mua vài trăm nghìn nâng_cấp bản ram cao,1,0,1,0,0,0,0,0,0
2994,máy chất_lượng nhất tầm giá,0,0,0,0,1,0,0,0,1
2995,hàng điện_tử giá_trị cao nhét giấy qua_loa đại_khái box nhận củ sạc thất_vọng,0,0,0,1,0,0,0,1,0
2996,hỏi tai nghe nhỉ,0,0,0,0,0,0,0,1,0
2997,tuyệt_vời iphone 12 pro max máy_ảnh sóng điện_thoại wifi iphone kiểu điện_thoại mua sử_dụng lo_nghĩ,1,0,0,0,0,0,0,0,0
2998,san pham tốt re tiện_dụng,0,0,0,0,0,0,0,0,0
2999,sản_phẩm tốt hiện_tại lỗi,0,0,0,0,0,0,0,0,1
3000,many thank mua dạng đặt đặt 16112020 hẹn 30112020 giao đến 27112020 nhận máy kiểm_tra bảo_hành đến 26112021 giá rẻ bên ngoài 6 triệu tặng kèm dock sạc anker tốt,0,0,0,1,1,0,0,1,0
3001,pin trâu khoá vân tay dc,1,0,0,0,0,0,0,0,1
3002,giao hàng nhanh lắm máy fpt chính hãng mà_còn rẻ store 3 triệu nhờ mã giảm_giá thanks,0,0,0,0,1,1,0,0,0
